id,证券代码,证券简称,所属行业名称,无形资产,研发支出合计,研发支出总额占营业收入比例,净利润,研发人员数量,政府补助,资产负债率,总资产,流动比率,营业收入,净利润,销售净利率,流动资产周转率,研发人员数量占比,技术人员人数,新增专利数,新增发明专利数,新增新型专利,新增外观专利
16188,300277.SZ,海联讯,信息技术,2950746.55 ,25057124.93 ,8.41 ,8620098.33 ,158.00 ,1760351.36 ,22.06 ,5.15 ,1.66 ,29.07 ,36.09 ,8.93 ,0.54 ,62.45 ,144.00 ,0.00 ,0.00 ,0.00 ,0.00 
16189,300277.SZ,海联讯,信息技术,9045171.94 ,27244785.82 ,8.55 ,26169485.16 ,144.00 ,1554674.92 ,12.61 ,16.04 ,7.66 ,-9.81 ,-6.69 ,18.40 ,0.94 ,58.54 ,137.00 ,0.00 ,0.00 ,0.00 ,0.00 
16190,300277.SZ,海联讯,信息技术,31511295.26 ,23466278.29 ,5.72 ,3147194.09 ,96.00 ,3355952.69 ,15.15 ,17.48 ,6.30 ,34.71 ,-22.46 ,17.78 ,1.32 ,35.16 ,293.00 ,0.00 ,0.00 ,0.00 ,0.00 
16191,300279.SZ,和晶科技,信息技术,24967495.60 ,57903268.88 ,3.97 ,1883412.08 ,168.00 ,1552665.75 ,25.55 ,-1.45 ,3.28 ,25.95 ,11.06 ,16.06 ,1.17 ,9.30 ,262.00 ,0.00 ,0.00 ,0.00 ,0.00 
16192,300279.SZ,和晶科技,信息技术,39746689.28 ,59215094.18 ,4.66 ,-835483875.91 ,149.00 ,11839017.74 ,25.68 ,38.25 ,3.78 ,67.84 ,32.92 ,19.79 ,0.95 ,9.92 ,430.00 ,8.00 ,8.00 ,0.00 ,0.00 
16193,300279.SZ,和晶科技,信息技术,54290130.83 ,60187081.54 ,4.21 ,88390489.75 ,168.00 ,13377504.13 ,32.30 ,51.67 ,2.45 ,54.29 ,31.48 ,24.99 ,0.90 ,11.24 ,152.00 ,2.00 ,1.00 ,1.00 ,0.00 
16194,300279.SZ,和晶科技,信息技术,60872919.04 ,43467957.16 ,3.28 ,93155314.90 ,152.00 ,6469886.59 ,42.81 ,179.25 ,2.32 ,57.21 ,165.84 ,20.58 ,0.97 ,11.35 ,74.00 ,1.00 ,0.00 ,1.00 ,0.00 
16195,300279.SZ,和晶科技,信息技术,42161973.23 ,23678723.11 ,3.01 ,24028998.76 ,74.00 ,2131299.49 ,44.12 ,71.66 ,1.66 ,90.69 ,229.94 ,12.17 ,1.25 ,5.37 ,74.00 ,5.00 ,1.00 ,0.00 ,4.00 
16196,300287.SZ,飞利信,信息技术,59394333.34 ,102496053.35 ,6.96 ,31741400.84 ,766.00 ,13804065.50 ,20.06 ,64.32 ,3.57 ,-38.44 ,-68.13 ,4.16 ,0.43 ,53.75 ,816.00 ,0.00 ,0.00 ,0.00 ,0.00 
16197,300287.SZ,飞利信,信息技术,58170588.06 ,153968125.59 ,10.80 ,-1964762189.06 ,816.00 ,37177214.68 ,9.48 ,-1.90 ,5.76 ,-0.56 ,-60.22 ,5.36 ,0.97 ,52.54 ,1031.00 ,0.00 ,0.00 ,0.00 ,0.00 
16198,300287.SZ,飞利信,信息技术,64327935.56 ,135891518.48 ,6.12 ,414360536.38 ,1031.00 ,16157534.05 ,16.33 ,4.55 ,3.53 ,-19.49 ,-60.53 ,13.39 ,0.88 ,61.79 ,1047.00 ,0.00 ,0.00 ,0.00 ,0.00 
16199,300287.SZ,飞利信,信息技术,76460591.83 ,132867057.19 ,6.52 ,347971930.94 ,1047.00 ,21611205.21 ,4.41 ,4.64 ,25.50 ,-0.16 ,-11.95 ,13.88 ,1.18 ,58.39 ,460.00 ,1.00 ,0.00 ,0.00 ,1.00 
16200,300287.SZ,飞利信,信息技术,92559851.73 ,57846259.85 ,4.27 ,183278988.42 ,450.00 ,3486335.41 ,4.86 ,7.61 ,23.37 ,-10.58 ,22.64 ,15.74 ,1.16 ,36.26 ,274.00 ,5.00 ,0.00 ,5.00 ,0.00 
16201,300288.SZ,朗玛信息,信息技术,56711512.35 ,33357892.62 ,7.66 ,60006630.80 ,207.00 ,11842196.76 ,46.82 ,12.66 ,1.46 ,1.88 ,76.85 ,12.67 ,0.93 ,17.44 ,235.00 ,30.00 ,28.00 ,2.00 ,0.00 
16202,300288.SZ,朗玛信息,信息技术,64886298.46 ,36401121.77 ,7.95 ,100663107.02 ,235.00 ,12559418.19 ,40.27 ,-2.00 ,1.67 ,14.11 ,239.11 ,6.52 ,1.97 ,18.22 ,230.00 ,41.00 ,40.00 ,1.00 ,0.00 
16203,300288.SZ,朗玛信息,信息技术,72172677.98 ,33053246.28 ,8.03 ,87397865.07 ,230.00 ,17992718.99 ,44.13 ,14.36 ,1.69 ,36.18 ,-71.04 ,2.19 ,1.93 ,18.49 ,810.00 ,42.00 ,41.00 ,1.00 ,0.00 
16204,300288.SZ,朗玛信息,信息技术,79965963.41 ,40959457.25 ,10.29 ,73263246.93 ,143.00 ,27631485.29 ,18.92 ,98.59 ,2.50 ,21.06 ,56.51 ,39.14 ,1.51 ,25.81 ,248.00 ,39.00 ,38.00 ,1.00 ,0.00 
16205,300288.SZ,朗玛信息,信息技术,31655274.76 ,38124347.56 ,12.04 ,94385827.33 ,244.00 ,22595365.41 ,6.63 ,3.84 ,11.48 ,-11.76 ,-38.21 ,30.28 ,1.33 ,27.50 ,156.00 ,20.00 ,19.00 ,0.00 ,1.00 
16206,300290.SZ,荣科科技,信息技术,47201433.14 ,65881830.02 ,9.10 ,44382422.58 ,253.00 ,1353017.11 ,13.83 ,6.67 ,5.63 ,36.95 ,36.24 ,10.97 ,0.81 ,31.39 ,458.00 ,0.00 ,0.00 ,0.00 ,0.00 
16207,300290.SZ,荣科科技,信息技术,43436622.17 ,53784782.43 ,8.58 ,21507203.17 ,188.00 ,12399769.00 ,9.55 ,3.90 ,8.82 ,25.06 ,10.52 ,10.32 ,1.16 ,24.01 ,362.00 ,4.00 ,2.00 ,0.00 ,2.00 
16208,300290.SZ,荣科科技,信息技术,29925084.73 ,36892569.05 ,8.81 ,15800480.13 ,214.00 ,1625660.00 ,8.69 ,7.72 ,10.23 ,13.49 ,-4.55 ,11.68 ,1.41 ,41.63 ,342.00 ,5.00 ,5.00 ,0.00 ,0.00 
16209,300290.SZ,荣科科技,信息技术,26142602.66 ,34949389.58 ,6.95 ,40046071.64 ,210.00 ,1039198.00 ,12.08 ,-1.43 ,4.51 ,8.41 ,79.73 ,7.64 ,1.26 ,42.25 ,332.00 ,3.00 ,3.00 ,0.00 ,0.00 
16210,300290.SZ,荣科科技,信息技术,24503027.42 ,31861578.82 ,5.88 ,58272822.99 ,175.00 ,5196900.00 ,14.52 ,-2.20 ,4.45 ,2.24 ,-31.49 ,4.61 ,0.98 ,37.47 ,257.00 ,1.00 ,1.00 ,0.00 ,0.00 
16211,300292.SZ,吴通控股,信息技术,35625619.49 ,125852962.01 ,3.55 ,61749843.67 ,342.00 ,8153900.73 ,21.72 ,-0.21 ,2.70 ,-2.31 ,-44.90 ,7.31 ,2.45 ,27.96 ,390.00 ,5.00 ,2.00 ,3.00 ,0.00 
16212,300292.SZ,吴通控股,信息技术,40017220.15 ,160943434.33 ,5.30 ,-1160032567.25 ,332.00 ,10666502.17 ,25.94 ,5.04 ,2.34 ,20.32 ,-45.70 ,7.54 ,0.49 ,27.99 ,367.00 ,33.00 ,13.00 ,19.00 ,1.00 
16213,300292.SZ,吴通控股,信息技术,106048799.04 ,116719209.78 ,4.56 ,228587070.79 ,331.00 ,55583412.00 ,22.07 ,8.77 ,3.52 ,27.87 ,95.84 ,16.70 ,0.57 ,26.25 ,283.00 ,13.00 ,5.00 ,6.00 ,2.00 
16214,300292.SZ,吴通控股,信息技术,131485970.77 ,106718659.60 ,5.38 ,167963166.17 ,252.00 ,5096234.20 ,27.37 ,198.73 ,2.42 ,53.74 ,179.42 ,9.16 ,0.86 ,23.03 ,283.00 ,14.00 ,3.00 ,11.00 ,0.00 
16215,300292.SZ,吴通控股,信息技术,150621318.40 ,56068105.97 ,3.74 ,167425245.01 ,268.00 ,5490046.33 ,33.14 ,12.77 ,2.55 ,30.07 ,26.56 ,5.04 ,0.64 ,26.51 ,221.00 ,12.00 ,3.00 ,0.00 ,9.00 
16216,300295.SZ,三六五网,信息技术,4027381.87 ,30115559.05 ,6.37 ,109890611.92 ,169.00 ,15554281.34 ,37.96 ,-33.72 ,2.08 ,-3.94 ,104.96 ,2.00 ,0.27 ,16.60 ,158.00 ,3.00 ,3.00 ,0.00 ,0.00 
16217,300295.SZ,三六五网,信息技术,3899281.14 ,31427892.26 ,7.04 ,104140338.67 ,158.00 ,15417646.87 ,39.22 ,-44.85 ,2.01 ,-0.15 ,-1017.17 ,-77.19 ,0.53 ,15.91 ,165.00 ,0.00 ,0.00 ,0.00 ,0.00 
16218,300295.SZ,三六五网,信息技术,4559949.12 ,32584539.80 ,7.99 ,100793797.67 ,165.00 ,10910807.01 ,21.82 ,40.00 ,2.38 ,41.82 ,30.18 ,8.40 ,0.41 ,14.31 ,168.00 ,0.00 ,0.00 ,0.00 ,0.00 
16219,300295.SZ,三六五网,信息技术,5218761.55 ,31315260.21 ,5.41 ,106445969.11 ,168.00 ,12976841.13 ,53.11 ,-6.20 ,0.80 ,51.99 ,-286.15 ,-48.88 ,0.28 ,12.66 ,283.00 ,0.00 ,0.00 ,0.00 ,0.00 
16220,300295.SZ,三六五网,信息技术,3828291.82 ,31098148.71 ,4.85 ,114072291.56 ,283.00 ,16031188.20 ,54.54 ,49.49 ,1.04 ,102.45 ,-2355.14 ,-19.24 ,0.27 ,15.50 ,211.00 ,0.00 ,0.00 ,0.00 ,0.00 
16221,300296.SZ,利亚德,信息技术,609516803.08 ,370163420.74 ,4.09 ,707933905.85 ,873.00 ,57928713.35 ,32.65 ,-5.37 ,2.48 ,-17.14 ,-3.63 ,15.87 ,0.88 ,18.25 ,1451.00 ,38.00 ,5.00 ,12.00 ,21.00 
16222,300296.SZ,利亚德,信息技术,636789056.09 ,316700716.84 ,4.11 ,1263852001.27 ,743.00 ,61481067.59 ,40.18 ,4.21 ,1.67 ,11.68 ,-9.11 ,11.48 ,0.86 ,16.92 ,1422.00 ,48.00 ,20.00 ,15.00 ,13.00 
16223,300296.SZ,利亚德,信息技术,609855018.80 ,262618524.85 ,4.06 ,1210887088.99 ,740.00 ,36027694.18 ,43.85 ,28.10 ,1.19 ,62.46 ,21.40 ,14.11 ,0.63 ,18.56 ,543.00 ,52.00 ,24.00 ,20.00 ,8.00 
16224,300296.SZ,利亚德,信息技术,429492307.73 ,192846990.34 ,4.40 ,666268505.16 ,543.00 ,47525454.21 ,10.78 ,11.46 ,5.73 ,20.75 ,38.35 ,23.46 ,0.89 ,16.01 ,,27.00 ,15.00 ,8.00 ,4.00 
16225,300296.SZ,利亚德,信息技术,438538635.28 ,110608660.25 ,5.47 ,332042680.04 ,470.00 ,48501831.39 ,7.29 ,4.73 ,8.57 ,-3.41 ,-16.18 ,20.48 ,0.74 ,16.64 ,226.00 ,9.00 ,9.00 ,0.00 ,0.00 
16226,300297.SZ,蓝盾股份,信息技术,388997804.89 ,236328076.35 ,12.31 ,-910175732.02 ,374.00 ,40043900.60 ,70.14 ,-40.22 ,1.10 ,-91.83 ,-535.14 ,-216.23 ,0.37 ,28.42 ,825.00 ,1.00 ,1.00 ,0.00 ,0.00 
16227,300297.SZ,蓝盾股份,信息技术,491022782.83 ,249503722.15 ,10.93 ,421841626.34 ,618.00 ,47240978.00 ,67.68 ,-37.43 ,1.35 ,-44.31 ,-213.16 ,-253.68 ,0.60 ,31.84 ,1292.00 ,2.00 ,2.00 ,0.00 ,0.00 
16228,300297.SZ,蓝盾股份,信息技术,407175827.11 ,245055287.05 ,11.06 ,441313741.12 ,730.00 ,34603760.56 ,40.56 ,-29.96 ,2.01 ,-14.41 ,-1023.88 ,-45.11 ,0.64 ,26.09 ,860.00 ,9.00 ,9.00 ,0.00 ,0.00 
16229,300297.SZ,蓝盾股份,信息技术,201999807.99 ,142762323.64 ,9.07 ,323856004.21 ,445.00 ,26295276.82 ,18.49 ,32.03 ,2.99 ,65.04 ,11.17 ,30.04 ,0.85 ,22.47 ,440.00 ,0.00 ,0.00 ,0.00 ,0.00 
16230,300297.SZ,蓝盾股份,信息技术,116715434.47 ,91510986.69 ,9.14 ,121823926.62 ,440.00 ,20851379.35 ,18.48 ,56.84 ,0.81 ,45.05 ,43.01 ,44.60 ,1.40 ,45.79 ,263.00 ,6.00 ,6.00 ,0.00 ,0.00 
16231,300299.SZ,富春股份,信息技术,11464357.35 ,77501146.61 ,16.57 ,-561063993.13 ,389.00 ,1546245.86 ,8.81 ,0.63 ,7.83 ,7.88 ,-21.37 ,14.40 ,0.54 ,43.36 ,307.00 ,0.00 ,0.00 ,0.00 ,0.00 
16232,300299.SZ,富春股份,信息技术,12089307.35 ,66175698.23 ,11.92 ,57779060.92 ,307.00 ,3863074.40 ,10.51 ,2.14 ,6.55 ,-1.19 ,-38.74 ,9.59 ,1.37 ,36.94 ,605.00 ,0.00 ,0.00 ,0.00 ,0.00 
16233,300299.SZ,富春股份,信息技术,12529502.49 ,51649415.43 ,9.74 ,-171304861.66 ,206.00 ,10851873.82 ,10.26 ,3.37 ,6.16 ,14.70 ,-24.34 ,15.48 ,1.27 ,29.64 ,567.00 ,0.00 ,0.00 ,0.00 ,0.00 
16234,300299.SZ,富春股份,信息技术,14677115.29 ,35897602.84 ,7.93 ,110045705.71 ,173.00 ,8505458.40 ,49.61 ,40.63 ,1.62 ,53.56 ,150.25 ,11.67 ,1.54 ,26.41 ,699.00 ,0.00 ,0.00 ,0.00 ,0.00 
16235,300299.SZ,富春股份,信息技术,7185464.50 ,36027181.33 ,9.52 ,72654416.74 ,217.00 ,2697189.10 ,63.66 ,367.83 ,1.21 ,179.69 ,2113.68 ,7.16 ,1.72 ,22.68 ,660.00 ,0.00 ,0.00 ,0.00 ,0.00 
16236,300300.SZ,汉鼎宇佑,信息技术,1075660.98 ,23101501.93 ,5.12 ,-808615677.87 ,127.00 ,6500887.66 ,9.74 ,-41.30 ,3.32 ,-39.16 ,-50.43 ,30.06 ,0.36 ,27.43 ,144.00 ,0.00 ,0.00 ,0.00 ,0.00 
16237,300300.SZ,汉鼎宇佑,信息技术,1030534.32 ,32028557.16 ,6.07 ,115156006.90 ,144.00 ,11438476.80 ,12.45 ,-40.74 ,2.28 ,11.43 ,-1159.25 ,-157.10 ,2.09 ,29.63 ,182.00 ,2.00 ,0.00 ,2.00 ,0.00 
16238,300300.SZ,汉鼎宇佑,信息技术,1677026.20 ,47227599.92 ,11.68 ,84770038.67 ,140.00 ,22845198.25 ,12.98 ,-4.97 ,4.01 ,-4.66 ,-47.55 ,16.53 ,0.96 ,49.00 ,157.00 ,3.00 ,3.00 ,0.00 ,0.00 
16239,300300.SZ,汉鼎宇佑,信息技术,2958155.98 ,52720789.35 ,12.29 ,39435059.93 ,157.00 ,9949890.67 ,27.21 ,1.16 ,0.87 ,50.29 ,211.02 ,11.92 ,0.88 ,47.58 ,175.00 ,2.00 ,0.00 ,2.00 ,0.00 
16240,300300.SZ,汉鼎宇佑,信息技术,1488743.81 ,60423640.55 ,8.48 ,78984315.69 ,175.00 ,9235563.54 ,38.01 ,158.99 ,0.65 ,166.26 ,-57.64 ,5.76 ,0.77 ,49.44 ,159.00 ,3.00 ,3.00 ,0.00 ,0.00 
16241,300301.SZ,长方集团,信息技术,102260069.87 ,107955493.01 ,6.68 ,-429400031.90 ,530.00 ,20802335.75 ,34.18 ,8.44 ,2.02 ,-5.28 ,-11.56 ,21.00 ,1.10 ,12.18 ,560.00 ,32.00 ,8.00 ,24.00 ,0.00 
16242,300301.SZ,长方集团,信息技术,109528174.06 ,100429768.27 ,6.38 ,-108232112.74 ,554.00 ,19947066.28 ,33.22 ,5.30 ,2.17 ,30.11 ,52.97 ,22.42 ,0.46 ,11.76 ,667.00 ,10.00 ,4.00 ,6.00 ,0.00 
16243,300301.SZ,长方集团,信息技术,117179965.46 ,87421267.63 ,4.99 ,99944073.68 ,523.00 ,17685695.49 ,38.50 ,45.63 ,2.10 ,78.55 ,101.95 ,19.07 ,0.46 ,9.76 ,599.00 ,8.00 ,2.00 ,6.00 ,0.00 
16244,300301.SZ,长方集团,信息技术,130780857.04 ,94273265.24 ,5.88 ,-7711533.00 ,578.00 ,17547751.01 ,28.43 ,51.22 ,2.66 ,149.55 ,98.84 ,9.02 ,0.50 ,9.92 ,865.00 ,0.00 ,0.00 ,0.00 ,0.00 
16245,300301.SZ,长方集团,信息技术,107517201.80 ,79509705.87 ,5.61 ,133099762.86 ,865.00 ,8214442.50 ,40.50 ,335.57 ,1.52 ,207.89 ,165.34 ,11.32 ,0.49 ,13.70 ,176.00 ,0.00 ,0.00 ,0.00 ,0.00 
16246,300302.SZ,同有科技,信息技术,46608977.43 ,43450852.61 ,12.58 ,11222151.98 ,101.00 ,2222756.77 ,47.76 ,-34.57 ,1.41 ,-57.16 ,-325.90 ,-6.34 ,0.65 ,28.86 ,118.00 ,7.00 ,7.00 ,0.00 ,0.00 
16247,300302.SZ,同有科技,信息技术,16342080.48 ,30049370.24 ,7.96 ,20219374.40 ,86.00 ,6927110.56 ,56.17 ,-23.88 ,1.20 ,-48.96 ,-790.98 ,-118.06 ,0.59 ,28.67 ,107.00 ,3.00 ,3.00 ,0.00 ,0.00 
16248,300302.SZ,同有科技,信息技术,20147430.40 ,27340159.33 ,7.20 ,50826648.39 ,79.00 ,3238840.70 ,45.06 ,-0.41 ,1.59 ,13.32 ,-15.33 ,8.72 ,0.63 ,28.42 ,107.00 ,14.00 ,12.00 ,2.00 ,0.00 
16249,300302.SZ,同有科技,信息技术,10064638.66 ,22767093.13 ,4.83 ,128761246.43 ,84.00 ,3399235.34 ,29.75 ,11.15 ,2.34 ,3.25 ,20.05 ,9.79 ,0.63 ,32.81 ,91.00 ,6.00 ,6.00 ,0.00 ,0.00 
16250,300302.SZ,同有科技,信息技术,11220146.02 ,18685677.37 ,5.17 ,65896902.53 ,59.00 ,3208425.43 ,28.15 ,5.09 ,2.39 ,-0.98 ,-18.45 ,8.42 ,0.61 ,25.88 ,133.00 ,6.00 ,4.00 ,0.00 ,2.00 
16251,300303.SZ,聚飞光电,信息技术,133039819.32 ,120828558.39 ,4.82 ,306265789.54 ,368.00 ,41955070.50 ,60.26 ,4.48 ,0.76 ,6.74 ,-73.70 ,1.74 ,1.02 ,14.36 ,331.00 ,37.00 ,10.00 ,25.00 ,2.00 
16252,300303.SZ,聚飞光电,信息技术,138883902.83 ,95983309.40 ,4.09 ,152908189.30 ,331.00 ,33432893.50 ,54.14 ,-0.92 ,0.88 ,40.19 ,64.04 ,12.46 ,0.71 ,14.07 ,305.00 ,76.00 ,36.00 ,33.00 ,7.00 
16253,300303.SZ,聚飞光电,信息技术,137970501.05 ,87628323.24 ,4.26 ,45091523.52 ,305.00 ,14065944.83 ,41.05 ,30.71 ,1.15 ,9.83 ,-1.87 ,10.65 ,0.63 ,14.04 ,255.00 ,23.00 ,11.00 ,10.00 ,2.00 
16254,300303.SZ,聚飞光电,信息技术,79874714.21 ,54728209.94 ,3.63 ,155684394.95 ,255.00 ,8749043.60 ,14.82 ,-1.72 ,3.86 ,-4.59 ,-4.20 ,7.66 ,0.54 ,13.30 ,183.00 ,34.00 ,32.00 ,2.00 ,0.00 
16255,300303.SZ,聚飞光电,信息技术,39981735.01 ,41080319.58 ,4.28 ,100057714.39 ,183.00 ,3707788.03 ,18.81 ,-4.40 ,2.80 ,-7.65 ,18.81 ,7.63 ,0.67 ,12.10 ,111.00 ,11.00 ,2.00 ,0.00 ,9.00 
16256,300306.SZ,远方信息,信息技术,54351499.50 ,69878688.19 ,16.72 ,123979999.10 ,305.00 ,7783134.68 ,13.57 ,-2.45 ,4.56 ,-0.60 ,48.06 ,7.57 ,0.44 ,34.58 ,562.00 ,19.00 ,2.00 ,14.00 ,3.00 
16257,300306.SZ,远方信息,信息技术,60130937.21 ,74448487.86 ,17.65 ,-483725116.94 ,336.00 ,2160044.97 ,16.10 ,1.81 ,3.72 ,7.43 ,17.62 ,6.14 ,1.42 ,34.71 ,606.00 ,11.00 ,3.00 ,6.00 ,2.00 
16258,300306.SZ,远方信息,信息技术,69260993.62 ,68477469.85 ,12.28 ,133252693.38 ,374.00 ,12864076.91 ,17.84 ,6.48 ,3.19 ,1.00 ,-26.12 ,5.61 ,1.32 ,33.19 ,244.00 ,2.00 ,1.00 ,1.00 ,0.00 
16259,300306.SZ,远方信息,信息技术,66242274.30 ,25535837.03 ,11.44 ,87378421.73 ,124.00 ,1498400.13 ,25.35 ,213.42 ,2.57 ,123.27 ,419.00 ,27.41 ,1.24 ,26.38 ,242.00 ,9.00 ,3.00 ,4.00 ,2.00 
16260,300306.SZ,远方信息,信息技术,38061761.24 ,23978553.04 ,13.00 ,55830427.67 ,110.00 ,4109358.70 ,34.90 ,108.88 ,1.43 ,170.48 ,71.83 ,11.79 ,1.40 ,23.40 ,291.00 ,20.00 ,6.00 ,6.00 ,8.00 
16261,300310.SZ,宜通世纪,信息技术,20566115.71 ,94023955.62 ,3.78 ,27500253.37 ,1438.00 ,8342927.45 ,59.60 ,-14.26 ,1.21 ,-56.08 ,-99.11 ,0.08 ,1.23 ,18.38 ,6935.00 ,6.00 ,5.00 ,1.00 ,0.00 
16262,300310.SZ,宜通世纪,信息技术,39329480.66 ,96111716.35 ,3.73 ,-1990533898.44 ,1667.00 ,10207922.68 ,61.12 ,-5.72 ,1.21 ,22.74 ,-541.73 ,-4.06 ,1.63 ,21.06 ,6387.00 ,6.00 ,6.00 ,0.00 ,0.00 
16263,300310.SZ,宜通世纪,信息技术,61649772.47 ,96777376.16 ,3.75 ,217029672.24 ,1589.00 ,7115920.63 ,61.31 ,37.12 ,1.25 ,13.08 ,-74.38 ,1.13 ,1.39 ,21.79 ,5174.00 ,3.00 ,3.00 ,0.00 ,0.00 
16264,300310.SZ,宜通世纪,信息技术,26677347.27 ,72639579.84 ,3.99 ,166709148.74 ,1391.00 ,8336004.51 ,31.80 ,22.66 ,2.60 ,1.40 ,-43.59 ,5.37 ,1.07 ,23.46 ,4545.00 ,2.00 ,2.00 ,0.00 ,0.00 
16265,300310.SZ,宜通世纪,信息技术,11467799.91 ,60879205.27 ,5.14 ,59663171.88 ,754.00 ,3074611.23 ,27.01 ,7.81 ,2.17 ,7.89 ,9.53 ,9.65 ,1.00 ,14.53 ,3562.00 ,0.00 ,0.00 ,0.00 ,0.00 
16266,300311.SZ,任子行,信息技术,11177991.37 ,197515252.71 ,19.83 ,-101163672.13 ,1048.00 ,20207863.83 ,26.28 ,25.84 ,3.20 ,24.49 ,40.57 ,27.35 ,0.87 ,64.57 ,1253.00 ,34.00 ,34.00 ,0.00 ,0.00 
16267,300311.SZ,任子行,信息技术,16532317.68 ,168506692.84 ,14.01 ,138114249.29 ,1253.00 ,29947207.29 ,29.91 ,32.48 ,3.05 ,16.03 ,137.31 ,49.45 ,0.80 ,62.80 ,943.00 ,7.00 ,7.00 ,0.00 ,0.00 
16268,300311.SZ,任子行,信息技术,19370955.34 ,136866039.64 ,12.71 ,151957478.36 ,943.00 ,11425900.00 ,24.23 ,21.54 ,2.67 ,45.71 ,17.48 ,24.18 ,0.65 ,57.96 ,645.00 ,0.00 ,0.00 ,0.00 ,0.00 
16269,300311.SZ,任子行,信息技术,10282661.47 ,77137478.20 ,11.64 ,125173602.25 ,645.00 ,12416781.16 ,13.42 ,4.44 ,5.53 ,5.45 ,5.99 ,8.52 ,0.65 ,56.83 ,480.00 ,30.00 ,28.00 ,2.00 ,0.00 
16270,300311.SZ,任子行,信息技术,11782765.10 ,53333511.83 ,14.82 ,57079285.92 ,480.00 ,8279700.00 ,12.60 ,33.08 ,5.71 ,4.53 ,20.19 ,8.48 ,0.76 ,55.11 ,241.00 ,29.00 ,23.00 ,3.00 ,3.00 
16271,300312.SZ,邦讯技术,信息技术,11133573.13 ,7599860.33 ,10.93 ,2206283.39 ,21.00 ,,21.03 ,9.20 ,4.62 ,1.87 ,8.55 ,21.68 ,0.15 ,8.37 ,207.00 ,0.00 ,0.00 ,0.00 ,0.00 
16272,300312.SZ,邦讯技术,信息技术,14237051.84 ,18401401.20 ,10.66 ,-437829610.91 ,59.00 ,840.00 ,15.84 ,5.27 ,6.31 ,10.50 ,24.85 ,21.29 ,2.28 ,11.60 ,413.00 ,0.00 ,0.00 ,0.00 ,0.00 
16273,300312.SZ,邦讯技术,信息技术,29560899.37 ,35208323.23 ,11.36 ,-139808728.88 ,138.00 ,874303.50 ,19.16 ,18.85 ,5.01 ,32.46 ,20.99 ,18.85 ,2.08 ,17.65 ,684.00 ,0.00 ,0.00 ,0.00 ,0.00 
16274,300312.SZ,邦讯技术,信息技术,20822819.92 ,71698233.37 ,19.80 ,15132727.76 ,254.00 ,196339.27 ,23.75 ,-9.17 ,3.30 ,-36.91 ,-112.62 ,-21.63 ,2.11 ,19.10 ,933.00 ,2.00 ,2.00 ,0.00 ,0.00 
16275,300312.SZ,邦讯技术,信息技术,37060480.64 ,71346288.05 ,13.37 ,6968565.62 ,302.00 ,728550.00 ,24.61 ,-10.60 ,3.24 ,-6.59 ,-202.39 ,-6.42 ,1.40 ,19.00 ,235.00 ,7.00 ,1.00 ,4.00 ,2.00 
16276,300315.SZ,掌趣科技,信息技术,69672709.80 ,397742370.68 ,24.60 ,360036668.21 ,992.00 ,14372203.55 ,32.45 ,8.15 ,2.52 ,66.73 ,112.56 ,0.82 ,0.92 ,70.16 ,896.00 ,,,,
16277,300315.SZ,掌趣科技,信息技术,91236836.19 ,446936228.15 ,22.68 ,-3095448257.78 ,896.00 ,19648714.75 ,31.16 ,4.26 ,2.60 ,-7.39 ,-424.52 ,-9.32 ,2.96 ,69.67 ,1011.00 ,,,,
16278,300315.SZ,掌趣科技,信息技术,78472665.82 ,451024060.37 ,25.51 ,292230349.89 ,1011.00 ,18873330.80 ,24.47 ,2.53 ,3.27 ,67.20 ,120.55 ,2.66 ,2.00 ,60.61 ,1152.00 ,,,,
16279,300315.SZ,掌趣科技,信息技术,116011638.70 ,378953158.59 ,20.43 ,557196216.59 ,1152.00 ,32355218.67 ,4.57 ,0.68 ,14.20 ,-4.28 ,-42.84 ,17.49 ,1.43 ,70.50 ,1149.00 ,,,,
16280,300315.SZ,掌趣科技,信息技术,233946271.45 ,246863164.33 ,21.97 ,501193974.94 ,1149.00 ,24734665.34 ,4.65 ,4.32 ,14.86 ,10.87 ,20.61 ,29.29 ,3.11 ,65.81 ,1076.00 ,,,,
16281,300316.SZ,晶盛机电,信息技术,225772811.47 ,186029005.84 ,5.98 ,624064101.69 ,556.00 ,48306910.18 ,28.04 ,0.14 ,1.88 ,-2.07 ,-7.58 ,6.49 ,0.61 ,25.74 ,501.00 ,74.00 ,17.00 ,57.00 ,0.00 
16282,300316.SZ,晶盛机电,信息技术,217353176.24 ,182907031.66 ,7.21 ,568395408.17 ,501.00 ,31143569.95 ,30.81 ,12.98 ,1.87 ,20.22 ,-26.23 ,4.98 ,2.83 ,24.50 ,389.00 ,57.00 ,18.00 ,39.00 ,0.00 
16283,300316.SZ,晶盛机电,信息技术,154338752.69 ,164801042.75 ,8.46 ,371576201.48 ,389.00 ,18330505.71 ,23.92 ,1.06 ,2.32 ,127.10 ,174.19 ,8.11 ,2.74 ,21.95 ,275.00 ,62.00 ,12.00 ,48.00 ,2.00 
16284,300316.SZ,晶盛机电,信息技术,157882500.00 ,77707829.16 ,7.12 ,183996698.85 ,275.00 ,10028215.79 ,41.09 ,8.82 ,1.69 ,23.91 ,-7.14 ,6.61 ,2.84 ,22.32 ,209.00 ,4.00 ,4.00 ,0.00 ,0.00 
